name,domains,web_pages,country,alpha_two_code,state-province
University of Presov,['unipo.sk'],['http://www.unipo.sk/'],Slovakia,SK,
University of Zilinska,['uniza.sk'],['http://www.uniza.sk/'],Slovakia,SK,
Pavol Jozef Safarik University in Kosice,['upjs.sk'],['http://www.upjs.sk/'],Slovakia,SK,
University of Veterinary Medicine in Kosice,['uvm.sk'],['http://www.uvm.sk/'],Slovakia,SK,
School of Management,['vsm.sk'],['http://www.vsm.sk/'],Slovakia,SK,
University of Performing Arts in Bratislava,['vsmu.sk'],['http://www.vsmu.sk/'],Slovakia,SK,
College in Sládkovičovo,['vssladkovicovo.sk'],['http://www.vssladkovicovo.sk/'],Slovakia,SK,
St. Elizabeth’s College of Health and Social Sciences in Bratislava,['vssvalzbety.sk'],['http://www.vssvalzbety.sk/'],Slovakia,SK,
Academy of Fine Arts and Design in Bratislava,['vsvu.sk'],['http://www.vsvu.sk/'],Slovakia,SK,
University of Nova Gorica,['ung.si'],['http://www.ung.si/'],Slovenia,SI,
University of Ljubljana,['uni-lj.si'],['http://www.uni-lj.si/'],Slovenia,SI,
University of Maribor,['um.si'],['http://www.um.si/'],Slovenia,SI,
University of Primorska,['upr.si'],['http://www.upr.si/'],Slovenia,SI,
Amoud University,['amouduniversity.org'],['http://www.amouduniversity.org/'],Somalia,SO,
Benadir University,['benadiruniversity.net'],['http://www.benadiruniversity.net/'],Somalia,SO,
Bosaso College,['bosasocollege.com'],['http://www.bosasocollege.com/'],Somalia,SO,
University of Burao,['buraouniversity.com'],['http://www.buraouniversity.com/'],Somalia,SO,
East Africa University Bosaso,['eastafricauniversity.net'],['http://www.eastafricauniversity.net/'],Somalia,SO,
East Somalia University,['eastsomaliauniversity.com'],['http://www.eastsomaliauniversity.com/'],Somalia,SO,
Eelo American University,['eelouniversity.org'],['http://www.eelouniversity.org/'],Somalia,SO,
Gollis University,['gollisuniversity.com'],['http://www.gollisuniversity.com/'],Somalia,SO,
University of Hargeisa,['hargeisauniversity.net'],['http://www.hargeisauniversity.net/'],Somalia,SO,
Hiiraan University,['hiiraanuniversity.info'],['http://www.hiiraanuniversity.info/'],Somalia,SO,
Maakhir University,['maakhiruniversity.net'],['http://maakhiruniversity.net/'],Somalia,SO,
Mogadishu University,['mogadishuuniversity.com'],['http://www.mogadishuuniversity.com/'],Somalia,SO,
Nugaal University,['nugaaluniversity.com'],['http://www.nugaaluniversity.com/'],Somalia,SO,
Puntland State University,['puntlandstateuniversity.com'],['http://www.puntlandstateuniversity.com/'],Somalia,SO,
Sanaag University of Science and Technology,['sanaaguniversity.com'],['http://www.sanaaguniversity.com/'],Somalia,SO,
Somaliland University of Technology,['somtech.org'],['http://www.somtech.org/'],Somalia,SO,
University of Somalia,['universityofsomalia.net'],['http://www.universityofsomalia.net/'],Somalia,SO,
Cape Peninsula University of Technology,['cput.ac.za'],['http://www.cput.ac.za/'],South Africa,ZA,Western Cape Province
Central University of Technology,['cut.ac.za'],['http://www.cut.ac.za/'],South Africa,ZA,Free State Province
Durban University of Technology,['dut.ac.za'],['http://www.dut.ac.za/'],South Africa,ZA,KwaZulu-Natal
Nelson Mandela University,"['mandela.ac.za', 'nmmu.ac.za']","['http://www.mandela.ac.za/', 'http://www.nmmu.ac.za/']",South Africa,ZA,Eastern Cape Province
Rhodes University,['ru.ac.za'],['http://www.ru.ac.za/'],South Africa,ZA,Eastern Cape Province
University of Stellenbosch,['sun.ac.za'],['http://www.sun.ac.za/'],South Africa,ZA,Western Cape Province
Tshwane University of Technology,['tut.ac.za'],['http://www.tut.ac.za/'],South Africa,ZA,Gauteng Province
University of Cape Town,"['uct.ac.za', 'myuct.ac.za']",['http://www.uct.ac.za/'],South Africa,ZA,Western Cape Province
University of Fort Hare,['ufh.ac.za'],['http://www.ufh.ac.za/'],South Africa,ZA,Eastern Cape Province
University of Johannesburg,['uj.ac.za'],['http://www.uj.ac.za/'],South Africa,ZA,Gauteng Province
University of KwaZulu-Natal,['ukzn.ac.za'],['http://www.ukzn.ac.za/'],South Africa,ZA,KwaZulu-Natal
University of Limpopo,['ul.ac.za'],['http://www.ul.ac.za/'],South Africa,ZA,Limpopo Province
University of South Africa,['unisa.ac.za'],['http://www.unisa.ac.za/'],South Africa,ZA,Gauteng Province
University of Venda,['univen.ac.za'],['http://www.univen.ac.za/'],South Africa,ZA,Limpopo Province
North-West University,"['nwu.ac.za', 'uniwest.ac.za']","['http://www.nwu.ac.za/', 'http://www.uniwest.ac.za/']",South Africa,ZA,North West Province
University of the Free State,"['uovs.ac.za', 'ufs.ac.za']","['http://www.uovs.ac.za/', 'http://www.ufs.ac.za/']",South Africa,ZA,Free State Province
University of Pretoria,['up.ac.za'],['http://www.up.ac.za/'],South Africa,ZA,Gauteng Province
University of the Western Cape,['uwc.ac.za'],['http://www.uwc.ac.za/'],South Africa,ZA,Western Cape Province
University of Zululand,['unizulu.ac.za'],['http://www.unizulu.ac.za/'],South Africa,ZA,KwaZulu-Natal
Vaal University of Technology,['vut.ac.za'],['http://www.vut.ac.za/'],South Africa,ZA,Gauteng Province
University of Witwatersrand,['wits.ac.za'],['http://www.wits.ac.za/'],South Africa,ZA,Gauteng Province
Walter Sisulu University for Technology and Science,['wsu.ac.za'],['http://www.wsu.ac.za/'],South Africa,ZA,Eastern Cape Province
Monash Univerisity South Africa,['msa.ac.za'],['http://www.msa.ac.za/'],South Africa,ZA,Gauteng Province
Univerisity of Mpumalanga,['ump.ac.za'],['http://www.ump.ac.za/'],South Africa,ZA,Mpumalanga Province
Mangosuthu Univerisity of Technology,['mut.ac.za'],['http://www.mut.ac.za/'],South Africa,ZA,KwaZulu-Natal
Sefako Makgatho Health Sciences University,['smu.ac.za'],['http://www.smu.ac.za/'],South Africa,ZA,Gauteng Province
Sol Plaatje University,['spu.ac.za'],['http://www.spu.ac.za/'],South Africa,ZA,Northern Cape Province
American International School of Cape Town,['aisct.org'],['https://www.aisct.org/'],South Africa,ZA,Western Cape Province
University of Juba,['juba.edu.sd'],['http://www.juba.edu.sd/'],South Sudan,SS,
University of Northern Bahr El-Ghazal,['unbeg.edu.sd'],['http://www.unbeg.edu.sd/'],South Sudan,SS,
Barcelona Graduate School of Economics,['barcelonagse.eu'],['http://www.barcelonagse.eu/'],Spain,ES,
Bircham International University,['bircham.edu'],['http://www.bircham.edu/'],Spain,ES,
Universidad de San Pablo CEU,['ceu.es'],['http://www.ceu.es/'],Spain,ES,
Universidad de Deusto,['deusto.es'],['http://www.deusto.es/'],Spain,ES,
Universidad del País Vasco,"['ehu.es', 'ehu.eus']",['http://www.ehu.es/'],Spain,ES,
Escuela Superior de Gestion Comercial y Marketing (ESIC),['esic.es'],['http://www.esic.es/'],Spain,ES,
Global Business School Barcelona,['global-business-school.org'],['http://www.global-business-school.org/'],Spain,ES,
IE University,['ie.edu'],['http://www.ie.edu/'],Spain,ES,
International University of Southern Europe,['iuse.edu.es'],['http://www.iuse.edu.es/'],Spain,ES,
La Salle Universities - International Programmes,['lasalleuniversities.net'],['http://www.lasalleuniversities.net/'],Spain,ES,
Mondragon Univertsitatea,"['muni.es', 'mundragon.edu']",['http://www.muni.es/'],Spain,ES,
La Salle - Universitat Rámon Llull,['salleurl.edu'],['http://www.salleurl.edu/'],Spain,ES,
"Schiller International University, Madrid",['schillermadrid.edu'],['http://www.schillermadrid.edu/'],Spain,ES,
Universitat Autónoma de Barcelona,['uab.es'],['http://www.uab.es/'],Spain,ES,
Universidad de Alicante,['ua.es'],['http://www.ua.es/'],Spain,ES,
Universidad de Alcalá de Henares,['uah.es'],['http://www.uah.es/'],Spain,ES,
Universidad de Almería,['ualm.es'],['http://www.ualm.es/'],Spain,ES,
Universidad Autónoma de Madrid,['uam.es'],['http://www.uam.es/'],Spain,ES,
Universidad Alfonso X El Sabio,['uax.es'],['http://www.uax.es/'],Spain,ES,
Universitat de Barcelona,['ub.es'],['http://www.ub.es/'],Spain,ES,
Universidad de Burgos,['ubu.es'],['http://www.ubu.es/'],Spain,ES,
Universidad Carlos III de Madrid,['uc3m.es'],['http://www.uc3m.es/'],Spain,ES,
Universidad de Cádiz,['uca.es'],['http://www.uca.es/'],Spain,ES,
Universidad Católica San Antonio,['ucam.edu'],['http://www.ucam.edu/'],Spain,ES,
Universidad Católica de Ávila,['ucavila.es'],['http://www.ucavila.es/'],Spain,ES,
Universidad Cardenal Herrera-CEU,['uchceu.es'],['http://www.uchceu.es/'],Spain,ES,
Universidad de Castilla La Mancha,['uclm.es'],['http://www.uclm.es/'],Spain,ES,
Universidad Complutense de Madrid,['ucm.es'],['http://www.ucm.es/'],Spain,ES,
Universidad de Córdoba,['uco.es'],['http://www.uco.es/'],Spain,ES,
Universidad Católica de Valencia,['ucv.es'],['http://www.ucv.es/'],Spain,ES,
Universidad de La Coruña,['udc.es'],['http://www.udc.es/'],Spain,ES,
Universidad de Gerona,['udg.es'],['http://www.udg.es/'],Spain,ES,
Universitat de Lleida,['udl.es'],['http://www.udl.es/'],Spain,ES,
Universidad Europea de Madrid,['uem.es'],['http://www.uem.es/'],Spain,ES,
Universidad Francisco de Vitoria,['ufv.es'],['http://www.ufv.es/'],Spain,ES,
Universidad de Granada,['ugr.es'],['http://www.ugr.es/'],Spain,ES,
Universidad de Huelva,['uhu.es'],['http://www.uhu.es/'],Spain,ES,
Universidad Internacional de Andalucía,['uia.es'],['http://www.uia.es/'],Spain,ES,
Universitat de les Illes Balears,['uib.es'],['http://www.uib.es/'],Spain,ES,
Universitat Internacional de Catalunya,['uic.es'],['http://www.uic.es/'],Spain,ES,
Universidad Internacional Menéndez Pelayo,['uimp.es'],['http://www.uimp.es/'],Spain,ES,
Universidad de Jaén,['ujaen.es'],['http://www.ujaen.es/'],Spain,ES,
Universitat Jaume I de Castellón,['uji.es'],['http://www.uji.es/'],Spain,ES,
Universidad de La Laguna,['ull.es'],['http://www.ull.es/'],Spain,ES,
Universidad de Las Palmas de Gran Canaria,['ulpgc.es'],['http://www.ulpgc.es/'],Spain,ES,
Universidad de Málaga,['uma.es'],['http://www.uma.es/'],Spain,ES,
Universidad de Murcia,['um.es'],['http://www.um.es/'],Spain,ES,
Universidad Miguel Hernández de Elche,['umh.es'],['http://www.umh.es/'],Spain,ES,
Universidad Pública de Navarra,['unavarra.es'],['http://www.unavarra.es/'],Spain,ES,
Universidad de Navarra,['unav.es'],['http://www.unav.es/'],Spain,ES,
Universidad Nacional de Educación a Distancia,['uned.es'],['http://www.uned.es/'],Spain,ES,
Universidad de Extremadura,['unex.es'],['http://www.unex.es/'],Spain,ES,
"Universidad Internacional de Andalucía, Sede Antonio Machado de Baeza",['uniaam.uia.es'],['http://www.uniaam.uia.es/'],Spain,ES,
Universidad Loyola Andalucía,['uloyola.es'],['https://www.uloyola.es/'],Spain,ES,
Universidad Abierta Interactiva,['uniactiva.com'],['http://www.uniactiva.com/'],Spain,ES,
"Universidad Internacional de Andalucía, Sede La Rábida",['uniara.uia.es'],['http://www.uniara.uia.es/'],Spain,ES,
Universidad de Cantabria,['unican.es'],['http://www.unican.es/'],Spain,ES,
Universidad de León,['unileon.es'],['http://www.unileon.es/'],Spain,ES,
Universidad de Oviedo,['uniovi.es'],['http://www.uniovi.es/'],Spain,ES,
Universidad de La Rioja,['unirioja.es'],['http://www.unirioja.es/'],Spain,ES,
Iniciativa Universidad del Atlantico,['universidadatlantico.org'],['http://www.universidadatlantico.org/'],Spain,ES,
Universidad de Zaragoza,['unizar.es'],['http://www.unizar.es/'],Spain,ES,
Universidad Antonio de Nebrija,['unnet.es'],['http://www.unnet.es/'],Spain,ES,
Universitat Oberta de Catalunya,"['uoc.es', 'uoc.edu']",['http://www.uoc.edu/'],Spain,ES,
Universidad Politécnica de Cataluna,['upc.edu'],['http://www.upc.edu/'],Spain,ES,
Universidad Pontificia Comillas,['upco.es'],['http://www.upco.es/'],Spain,ES,
Universidad Politécnica de Cartagena,['upct.es'],['http://www.upct.es/'],Spain,ES,
Universitat Pompeu Fabra,"['upf.es', 'upf.edu']","['http://www.upf.es/', 'https://www.upf.edu/']",Spain,ES,
Universidad Politécnica de Madrid,['upm.es'],['http://www.upm.es/'],Spain,ES,
Universidad Pablo de Olavide,['upo.es'],['http://www.upo.es/'],Spain,ES,
Universidad Pontificia de Salamanca,['upsa.es'],['http://www.upsa.es/'],Spain,ES,
Universidad Politécnica de Valencia,['upv.es'],['http://www.upv.es/'],Spain,ES,
Universidad Rey Juan Carlos,"['urjc.es', 'gsyc.es']",['http://www.urjc.es/'],Spain,ES,
Universitat Rámon Llull,['url.es'],['http://www.url.es/'],Spain,ES,
Universitat Rovira I Virgili Tarragona,['urv.es'],['http://www.urv.es/'],Spain,ES,
Universidad de Salamanca,['usal.es'],['http://www.usal.es/'],Spain,ES,
Universidad de Santiago de Compostela,['usc.es'],['http://www.usc.es/'],Spain,ES,
Universidad de Sevilla,['us.es'],['http://www.us.es/'],Spain,ES,
Universidad de Valladolid,['uva.es'],['http://www.uva.es/'],Spain,ES,
Universidad de Valencia,['uv.es'],['http://www.uv.es/'],Spain,ES,
Universitat de Vic,['uvic.es'],['http://www.uvic.es/'],Spain,ES,
Universidad de Vigo,['uvigo.es'],['http://www.uvigo.es/'],Spain,ES,
Centro Universitario Villanueva,['villanueva.edu'],['http://www.villanueva.edu/'],Spain,ES,
Arthur C Clarke Institute of Modern Technologies,['accimt.ac.lk'],['http://www.accimt.ac.lk/'],Sri Lanka,LK,
Buddhasravaka Bhikshu University,['bbu.ac.lk'],['http://www.bbu.ac.lk/'],Sri Lanka,LK,
Buddhist and Pali University of Sri Lanka,['bpu.ac.lk'],['http://www.bpu.ac.lk/'],Sri Lanka,LK,
University of Colombo,['cmb.ac.lk'],['http://www.cmb.ac.lk/'],Sri Lanka,LK,
Eastern University of Sri Lanka,['esn.ac.lk'],['http://www.esn.ac.lk/'],Sri Lanka,LK,
University of Jaffna,['jfn.ac.lk'],['http://www.jfn.ac.lk/'],Sri Lanka,LK,
Kotelawala Defence University,['kdu.ac.lk'],['http://www.kdu.ac.lk/'],Sri Lanka,LK,
University of Kelaniya,['kln.ac.lk'],['http://www.kln.ac.lk/'],Sri Lanka,LK,
University of Moratuwa,['mrt.ac.lk'],['http://www.mrt.ac.lk/'],Sri Lanka,LK,
Open University of Sri Lanka,['ou.ac.lk'],['http://www.ou.ac.lk/'],Sri Lanka,LK,
University of Peradeniya,['pdn.ac.lk'],['http://www.pdn.ac.lk/'],Sri Lanka,LK,
Postgraduate Institute of Agriculture (PGIA),['pgia.ac.lk'],['http://www.pgia.ac.lk/'],Sri Lanka,LK,
Rajarata University of Sri Lanka,['rjt.ac.lk'],['http://www.rjt.ac.lk/'],Sri Lanka,LK,
University of Ruhuna,['ruh.ac.lk'],['http://www.ruh.ac.lk/'],Sri Lanka,LK,
Sabaragamuwa University of Sri Lanka,['sab.ac.lk'],['http://www.sab.ac.lk/'],Sri Lanka,LK,
South Asian Institute of Technology And Medicine (SAITM),['saitm.edu.lk'],['http://www.saitm.edu.lk/'],Sri Lanka,LK,
South Eastern University of Sri Lanka,['seu.ac.lk'],['http://www.seu.ac.lk/'],Sri Lanka,LK,
University of Sri Jayawardenapura,['sjp.ac.lk'],['http://www.sjp.ac.lk/'],Sri Lanka,LK,
Sri Lanka Institute of Advanced Technical Education,['sliate.net'],['http://www.sliate.net/'],Sri Lanka,LK,
Sri Lanka Institute of Information Technology (SLIT),['sliit.lk'],['http://www.sliit.lk/'],Sri Lanka,LK,
Uva Wellassa University,['uwu.ac.lk'],['http://www.uwu.ac.lk/'],Sri Lanka,LK,
University of the Visual & Performing Arts,['vpa.ac.lk'],['http://www.vpa.ac.lk/'],Sri Lanka,LK,
Wayamba University of Sri Lanka,['wyb.ac.lk'],['http://www.wyb.ac.lk/'],Sri Lanka,LK,
National School of Business Management,['nsbm.lk'],['http://www.nsbm.lk/'],Sri Lanka,LK,
National Institute of Business Management,['nibm.lk'],['https://www.nibm.lk/'],Sri Lanka,LK,
Informatics Institute of Technology,['iit.ac.lk'],['https://www.iit.ac.lk/'],Sri Lanka,LK,
Al-Zaiem Al-Azhari University,['aau.edu.sd'],['http://www.aau.edu.sd/'],Sudan,SD,
Ahfad University for Women,['ahfad.edu.sd'],['http://www.ahfad.edu.sd/'],Sudan,SD,
Bakht Er-Ruda University,['bakhtalruda.edu.sd'],['http://www.bakhtalruda.edu.sd/'],Sudan,SD,
Bayan College for Science & Technology,['bayantech.edu'],['http://www.bayantech.edu/'],Sudan,SD,
Blue Nile University,['bnu.edu.sd'],['http://www.bnu.edu.sd/'],Sudan,SD,
Canadian Sudanese College,['ccs.edu.sd'],['http://www.ccs.edu.sd/'],Sudan,SD,
Dalanj University,['dalanjuniversity.edu.sd'],['http://www.dalanjuniversity.edu.sd/'],Sudan,SD,
University of El Imam El Mahdi University,['elmahdi.edu.sd'],['http://www.elmahdi.edu.sd/'],Sudan,SD,
Elrazi College Of Medical & Technological Sciences,['elrazicollege.net'],['http://www.elrazicollege.net/'],Sudan,SD,
Al Fashir University,['fashir.edu.sd'],['http://www.fashir.edu.sd/'],Sudan,SD,
University of Gadarif,['gaduniv.edu.sd'],['http://www.gaduniv.edu.sd/'],Sudan,SD,
Gezira College of Technology,['geziracollege.edu.sd'],['http://www.geziracollege.edu.sd/'],Sudan,SD,
High Institute for Banking & Financial Studies,['hibfs.edu.sd'],['http://www.hibfs.edu.sd/'],Sudan,SD,
International University of Africa (IUA),['iua.edu.sd'],['http://www.iua.edu.sd/'],Sudan,SD,
Kassala University,['kassalauni.edu.sd'],['http://www.kassalauni.edu.sd/'],Sudan,SD,
University of Kordofan,['kordofan.edu.sd'],['http://www.kordofan.edu.sd/'],Sudan,SD,
National College for Medical and Technical Studies,['nc.edu.sd'],['http://www.nc.edu.sd/'],Sudan,SD,
Neelain University,['neelain.edu.sd'],['http://www.neelain.edu.sd/'],Sudan,SD,
Nile Valley University,['nilevalley.edu.sd'],['http://www.nilevalley.edu.sd/'],Sudan,SD,
Omdurman Ahlia University,['oau.edu.sd'],['http://www.oau.edu.sd/'],Sudan,SD,
Omdurman Islamic University,['oiu.edu.sd'],['http://www.oiu.edu.sd/'],Sudan,SD,
Open University of Sudan (OUS),['ous.edu.sd'],['http://www.ous.edu.sd/'],Sudan,SD,
University of Holy Quran and Islamic Siences,['quran-unv.edu.sd'],['http://www.quran-unv.edu.sd/'],Sudan,SD,
National Ribat University,['ribat.edu.sd'],['http://www.ribat.edu.sd/'],Sudan,SD,
Red Sea University,['rsu.edu.sd'],['http://www.rsu.edu.sd/'],Sudan,SD,
Sudan Academy of Sciences,['sas-sd.net'],['http://www.sas-sd.net/'],Sudan,SD,
Sinnar University,['sinnaruniv.edu.sd'],['http://www.sinnaruniv.edu.sd/'],Sudan,SD,
Sudan University for Science and Technology,['sustech.edu'],['http://www.sustech.edu/'],Sudan,SD,
University Of Medical Sciences & Technology (UMST),['umst-edu.com'],['http://www.umst-edu.com/'],Sudan,SD,
Upper Nile University,['unu.edu.sd'],['http://www.unu.edu.sd/'],Sudan,SD,
University of Dongola,['uofd.edu.sd'],['http://www.uofd.edu.sd/'],Sudan,SD,
University of Gezira,['uofg.edu.sd'],['http://www.uofg.edu.sd/'],Sudan,SD,
University of Khartoum,['uofk.edu'],['http://www.uofk.edu/'],Sudan,SD,
Shendi University,['ush.sd'],['http://www.ush.sd/'],Sudan,SD,
University of Science and Technology,['ust.edu.sd'],['http://www.ust.edu.sd/'],Sudan,SD,
Anton de Kom University,['uvs.edu'],['http://www.uvs.edu/'],Suriname,SR,
University of Swaziland,['uniswa.sz'],['http://www.uniswa.sz/'],Swaziland,SZ,
Blekinge Institute of Technology,['bth.se'],['http://www.bth.se/'],Sweden,SE,
Chalmers University of Technology,['chalmers.se'],['http://www.chalmers.se/'],Sweden,SE,
Dalarna University College,['du.se'],['http://www.du.se/'],Sweden,SE,
Göteborg University,['gu.se'],['http://www.gu.se/'],Sweden,SE,
University College of Borås,['hb.se'],['http://www.hb.se/'],Sweden,SE,
School of Design and Crafts,['hdk.gu.se'],['http://www.hdk.gu.se/'],Sweden,SE,
Gotland University College,['hgo.se'],['http://www.hgo.se/'],Sweden,SE,
Halmstad University College,['hh.se'],['http://www.hh.se/'],Sweden,SE,
Stockholm School of Economics,['hhs.se'],['http://www.hhs.se/'],Sweden,SE,
University College of Gävle,['hig.se'],['http://www.hig.se/'],Sweden,SE,
Kalmar University College,['hik.se'],['http://www.hik.se/'],Sweden,SE,
University College of Skövde,['his.se'],['http://www.his.se/'],Sweden,SE,
Jönköping University College,['hj.se'],['http://www.hj.se/'],Sweden,SE,
University College of Kristianstad,['hkr.se'],['http://www.hkr.se/'],Sweden,SE,
University College of Trollhättan/Uddevalla,['htu.se'],['http://www.htu.se/'],Sweden,SE,
Karlstad University,['kau.se'],['http://www.kau.se/'],Sweden,SE,
Karolinska Institute Stockholm,['ki.se'],['http://www.ki.se/'],Sweden,SE,
"University College of Arts, Crafts and Design",['konstfack.se'],['http://www.konstfack.se/'],Sweden,SE,
KTH Royal Institute of Technology,['kth.se'],['http://www.kth.se/'],Sweden,SE,
Stockholm Institute of Education,['lhs.se'],['http://www.lhs.se/'],Sweden,SE,
Linköping University,['liu.se'],['http://www.liu.se/'],Sweden,SE,
Lund University,['lu.se'],['http://www.lu.se/'],Sweden,SE,
Lulea University of Technology,['luth.se'],['http://www.luth.se/'],Sweden,SE,
Malmö University College,['mah.se'],['http://www.mah.se/'],Sweden,SE,
Mälardalen University,['mdh.se'],['http://www.mdh.se/'],Sweden,SE,
Mid-Sweden University,['miun.se'],['http://www.miun.se/'],Sweden,SE,
Nordic School of Public Health,['nhv.se'],['http://www.nhv.se/'],Sweden,SE,
Örebro University,['oru.se'],['http://www.oru.se/'],Sweden,SE,
Södertörn University College,['sh.se'],['http://www.sh.se/'],Sweden,SE,
Swedish University of Agricultural Sciences,['slu.se'],['http://www.slu.se/'],Sweden,SE,
Free University Stockholm,['stockholm-fu.com'],['http://www.stockholm-fu.com/'],Sweden,SE,
Stockholm University,['su.se'],['http://www.su.se/'],Sweden,SE,
Umea University,['umu.se'],['http://www.umu.se/'],Sweden,SE,
Uppsala University,['uu.se'],['http://www.uu.se/'],Sweden,SE,
Växjö University,['vxu.se'],['http://www.vxu.se/'],Sweden,SE,
World Maritime University,['wmu.se'],['http://www.wmu.se/'],Sweden,SE,
"Schiller International University, American College of Switzerland",['american-college.com'],['http://www.american-college.com/'],Switzerland,CH,
Business and Hotel Management School,['bhms.ch'],['http://www.bhms.ch/'],Switzerland,CH,
Business School Lausanne (BSL),['bsl-lausanne.ch'],['http://www.bsl-lausanne.ch/'],Switzerland,CH,
Cubidor University Switzerland,['cubidor.com'],['http://www.cubidor.com/'],Switzerland,CH,
DCT International Hotel & Business Management School,['dct.ch'],['http://www.dct.ch/'],Switzerland,CH,
"European Graduate School, Media & Communications",['egs.edu'],['http://www.egs.edu/'],Switzerland,CH,
Lausanne Hotel School (EHL),['ehl.ch'],['http://www.ehl.ch/'],Switzerland,CH,
European University,['euruni.edu'],['http://www.euruni.edu/'],Switzerland,CH,
Franklin College Switzerland,['fc.edu'],['http://www.fc.edu/'],Switzerland,CH,
University of Applied Sciences Aargau,['fh-aargau.ch'],['http://www.fh-aargau.ch/'],Switzerland,CH,
University of Applied Sciences Basel (FHBB ),['fhbb.ch'],['http://www.fhbb.ch/'],Switzerland,CH,
University of Applied Sciences Chur,['fh-htachur.ch'],['http://www.fh-htachur.ch/'],Switzerland,CH,
University of Applied Sciences Solothurn Northwestern Switzerland,['fhso.ch'],['http://www.fhso.ch/'],Switzerland,CH,
Geneva Business School,['gbs-ge.ch'],['http://www.gbs-ge.ch/'],Switzerland,CH,
Glion Institute of Higher Education,['glion.edu'],['http://www.glion.edu/'],Switzerland,CH,
Graduate School of Business Administration Zurich (GSBA Zurich),['gsba.ch'],['http://www.gsba.ch/'],Switzerland,CH,
Hochschule für Gestaltung und Kunst Zürich,['hgkz.ch'],['http://www.hgkz.ch/'],Switzerland,CH,
International Culinary Institute (ICI),['ici-luzern.com'],['http://www.ici-luzern.com/'],Switzerland,CH,
International Hotel Management Institute,['imi-luzern.com'],['http://www.imi-luzern.com/'],Switzerland,CH,
International School of Business Management,['isbm-school.com'],['http://www.isbm-school.com/'],Switzerland,CH,
International University in Geneva,['iun.ch'],['http://www.iun.ch/'],Switzerland,CH,
Les Roches International School of Hotel Management,['lesroches.edu'],['http://www.lesroches.edu/'],Switzerland,CH,
Les Roches Gruyère University of Applied Sciences,['lrguas.ch'],['http://www.lrguas.ch/'],Switzerland,CH,
Fachhochschule Pur,['phw.info'],['http://www.phw.info/'],Switzerland,CH,
Swiss Business School Zurich (SBS),['sbs.edu'],['http://www.sbs.edu/'],Switzerland,CH,
Swiss Management Center,['swissmc.ch'],['http://www.swissmc.ch/'],Switzerland,CH,
University of Switzerland,['swissu.org'],['http://www.swissu.org/'],Switzerland,CH,
"University Center ""César Ritz""",['uccr.edu'],['http://www.uccr.edu/'],Switzerland,CH,
Libera Università degli Studi di Scienze Umane e Tecnologiche,['uniludes.ch'],['http://www.uniludes.ch/'],Switzerland,CH,
Victoria University,['victoria-uni.ch'],['http://www.victoria-uni.ch/'],Switzerland,CH,
Webster University Geneva,['webster.ch'],['http://www.webster.ch/'],Switzerland,CH,
Zurich University of Applied Sciences Winterthur,['zhwin.ch'],['http://www.zhwin.ch/'],Switzerland,CH,
EPFL - EPF Lausanne,"['epfl.ch', 'epfl.edu']","['http://www.epfl.ch/', 'http://www.epfl.edu/']",Switzerland,CH,
ETHZ - ETH Zurich,"['ethz.ch', 'eth.edu']","['http://www.ethz.ch/', 'http://www.eth.edu/']",Switzerland,CH,
Universita della Svizzera Italiana,['usi.ch'],['http://www.usi.ch/'],Switzerland,CH,
University of Basel,['unibas.ch'],['http://www.unibas.ch/'],Switzerland,CH,
University of Fribourg,['unifr.ch'],['http://www.unifr.ch/'],Switzerland,CH,
University of Geneva,['unige.ch'],['http://www.unige.ch/'],Switzerland,CH,
Universität Zürich,"['uzh.ch', 'unizh.ch']",['https://www.uzh.ch/'],Switzerland,CH,
Universität Bern,['unibe.ch'],['http://www.unibe.ch/'],Switzerland,CH,
Universität Luzern,['unilu.ch'],['http://www.unilu.ch/'],Switzerland,CH,
Universität St. Gallen (HSG),"['unisg.ch', 'student.unisg.ch']",['http://www.unisg.ch/'],Switzerland,CH,
Université de Lausanne,['unil.ch'],['http://www.unil.ch/'],Switzerland,CH,
Université de Neuchâtel,['unine.ch'],['http://www.unine.ch/'],Switzerland,CH,
BFH - Bern University of Applied Sciences,['bfh.ch'],['http://www.bfh.ch/'],Switzerland,CH,
FFHS - Fernfachhochschule Schweiz,['ffhs.ch'],['http://www.ffhs.ch/'],Switzerland,CH,
FHNW - Fachhochschule Nordwestschweiz,['fhnw.ch'],['http://www.fhnw.ch/'],Switzerland,CH,
FHS St.Gallen,['fhsg.ch'],['http://www.fhsg.ch/'],Switzerland,CH,
HEP Vaud - Haute école pédagogique du canton de Vaud,['hepl.ch'],['http://www.hepl.ch/'],Switzerland,CH,
HEP-BEJUNE - Haute Ecole Pédagogique BEJUNE,['hep-bejune.ch'],['http://www.hep-bejune.ch/'],Switzerland,CH,
HEP-PH FR - University of Teacher Education Fribourg,['edufr.ch'],['http://www.edufr.ch/'],Switzerland,CH,
HEPVS - Haute école pédagogique du Valais,['hepvs.ch'],['http://www.hepvs.ch/'],Switzerland,CH,
HES-SO : UAS Western Switzerland,['hes-so.ch'],['http://www.hes-so.ch/'],Switzerland,CH,
HfH – University of Applied Sciences of Special Needs Education,['hfh.ch'],['http://www.hfh.ch/'],Switzerland,CH,
Hochschule Luzern,['hslu.ch'],['https://www.hslu.ch/'],Switzerland,CH,
